Title,col,Price,Field2_links
Extreme Drifters,25 jul 2018,"
                        4,99€                    ",https://store.steampowered.com/app/896700/Extreme_Drifters/?snr=1_7_7_230_150_740
Extreme Drifters,25 jul 2018,"
                        4,99€                    ",https://store.steampowered.com/app/896700/Extreme_Drifters/?snr=1_7_7_230_150_741
Ski Drive: Biathlon,1 mrt 2019,"
                        5,69€                    ",https://store.steampowered.com/app/987620/Ski_Drive_Biathlon/?snr=1_7_7_230_150_741
Saturn Quest: Blast Effect,12 jan 2021,"
                        3,29€                    ",https://store.steampowered.com/app/1489610/Saturn_Quest_Blast_Effect/?snr=1_7_7_230_150_741
Classic Card Game Mahjong,27 jan 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1231810/Classic_Card_Game_Mahjong/?snr=1_7_7_230_150_741
Until Last Breath,16 okt 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1425140/Until_Last_Breath/?snr=1_7_7_230_150_741
Dumb Little Creatures,22 mei 2019,"
                        5,69€                    ",https://store.steampowered.com/app/918450/Dumb_Little_Creatures/?snr=1_7_7_230_150_741
Masked Vale,7 aug 2020,,https://store.steampowered.com/app/1376060/Masked_Vale/?snr=1_7_7_230_150_741
Silver Cats,18 dec 2020,"
                        20,99€                    ",https://store.steampowered.com/app/1472320/Silver_Cats/?snr=1_7_7_230_150_741
Puzzle Expedition,29 jun 2015,"
                        6,59€                    ",https://store.steampowered.com/app/355670/Puzzle_Expedition/?snr=1_7_7_230_150_741
From Orbit,27 aug 2019,"
                        8,19€                    ",https://store.steampowered.com/app/668290/From_Orbit/?snr=1_7_7_230_150_741
Couch Party Game Night,27 sep 2018,"
                        3,29€                    ",https://store.steampowered.com/app/833770/Couch_Party_Game_Night/?snr=1_7_7_230_150_741
Data mining 0,12 apr 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1059260/Data_mining_0/?snr=1_7_7_230_150_741
Military Base War,29 apr 2021,"
                        3,99€                    ",https://store.steampowered.com/app/1216740/Military_Base_War/?snr=1_7_7_230_150_741
Forest Harvester Simulator,19 mrt 2018,"
                        9,99€                    ",https://store.steampowered.com/app/815240/Forest_Harvester_Simulator/?snr=1_7_7_230_150_741
A Forgetful Loop,6 nov 2020,"
                        8,99€                    ",https://store.steampowered.com/app/1399540/A_Forgetful_Loop/?snr=1_7_7_230_150_741
VR Escape The Puzzle Room,20 sep 2017,"
                        2,99€                    ",https://store.steampowered.com/app/676690/VR_Escape_The_Puzzle_Room/?snr=1_7_7_230_150_741
Gnomelings: Migration,13 jun 2017,"
                        3,99€                    ",https://store.steampowered.com/app/610090/Gnomelings_Migration/?snr=1_7_7_230_150_741
Zombie Hunter,17 sep 2021,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/1723420/Zombie_Hunter/?snr=1_7_7_230_150_741
Space Scaven,8 apr 2016,"
                        6,99€                    ",https://store.steampowered.com/app/456130/Space_Scaven/?snr=1_7_7_230_150_741
OSIRIS,23 apr 2019,"
                        3,29€                    ",https://store.steampowered.com/app/997000/OSIRIS/?snr=1_7_7_230_150_741
The Legend of Slime,13 okt 2017,"
                        2,99€                    ",https://store.steampowered.com/app/701680/The_Legend_of_Slime/?snr=1_7_7_230_150_741
"Beyond Horror: Episode One, A Father's Journey",5 feb 2021,"
                        3,29€                    ",https://store.steampowered.com/app/1516950/Beyond_Horror_Episode_One_A_Fathers_Journey/?snr=1_7_7_230_150_741
Monkey Land 3D: Reaper Rush,14 feb 2017,"
                        9,99€                    ",https://store.steampowered.com/app/569500/Monkey_Land_3D_Reaper_Rush/?snr=1_7_7_230_150_741
Retailer Tycoon,21 jan 2021,"
                        3,99€                    ",https://store.steampowered.com/app/1489340/Retailer_Tycoon/?snr=1_7_7_230_150_741
The Lattice Grimoire,26 jul 2019,"
                        8,19€                    ",https://store.steampowered.com/app/1099660/The_Lattice_Grimoire/?snr=1_7_7_230_150_741
Halloween Decoration Sandbox,26 okt 2020,"
                        8,19€                    ",https://store.steampowered.com/app/1438750/Halloween_Decoration_Sandbox/?snr=1_7_7_230_150_741
Jellyfish the Ghost,5 sep 2018,"
                        0,79€                    ",https://store.steampowered.com/app/922510/Jellyfish_the_Ghost/?snr=1_7_7_230_150_741
《Curse of disaster spirit : Anecdotes of mansion》,11 aug 2020,"
                        6,59€                    ",https://store.steampowered.com/app/1378180/Curse_of_disaster_spirit__Anecdotes_of_mansion/?snr=1_7_7_230_150_741
Rubikingdom,23 dec 2020,"
                        4,99€                    ",https://store.steampowered.com/app/1312240/Rubikingdom/?snr=1_7_7_230_150_741
Super Pixel Smash,25 jan 2017,"
                        7,99€                    ",https://store.steampowered.com/app/578610/Super_Pixel_Smash/?snr=1_7_7_230_150_741
Zen Blocks - Relaxing Puzzle Board Game,4 dec 2017,"
                        3,99€                    ",https://store.steampowered.com/app/733020/Zen_Blocks__Relaxing_Puzzle_Board_Game/?snr=1_7_7_230_150_741
Dead Warrior Tribute,20 nov 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1465590/Dead_Warrior_Tribute/?snr=1_7_7_230_150_741
Ancient Warriors Casino Jackpot,21 nov 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1467380/Ancient_Warriors_Casino_Jackpot/?snr=1_7_7_230_150_741
Pokie The Stickfigure,2 jul 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1345200/Pokie_The_Stickfigure/?snr=1_7_7_230_150_741
Metal Faith,2 aug 2021,"
                        8,19€                    ",https://store.steampowered.com/app/1684240/Metal_Faith/?snr=1_7_7_230_150_741
Data mining 7,15 mrt 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1042150/Data_mining_7/?snr=1_7_7_230_150_741
Super Can Cannon,23 apr 2021,"
                        4,99€                    ",https://store.steampowered.com/app/1544300/Super_Can_Cannon/?snr=1_7_7_230_150_741
Chess and Checkers VR,15 mrt 2017,"
                        3,99€                    ",https://store.steampowered.com/app/606270/Chess_and_Checkers_VR/?snr=1_7_7_230_150_741
Coach Bus Simulator Parking,13 jul 2018,"
                        4,99€                    ",https://store.steampowered.com/app/878540/Coach_Bus_Simulator_Parking/?snr=1_7_7_230_150_741
Hardcore Parkour,21 jun 2019,"
                        8,19€                    ",https://store.steampowered.com/app/1097600/Hardcore_Parkour/?snr=1_7_7_230_150_741
Nebula Within,20 okt 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1302730/Nebula_Within/?snr=1_7_7_230_150_741
Khan VS Kahn,27 aug 2019,"
                        0,99€                    ",https://store.steampowered.com/app/1020330/Khan_VS_Kahn/?snr=1_7_7_230_150_741
Talos VR,8 jun 2018,"
                        2,39€                    ",https://store.steampowered.com/app/862500/Talos_VR/?snr=1_7_7_230_150_741
GraFi,26 apr 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1067650/GraFi/?snr=1_7_7_230_150_741
Mage Rage,25 aug 2020,"
                        8,19€                    ",https://store.steampowered.com/app/1355620/Mage_Rage/?snr=1_7_7_230_150_741
Baseball Riot,17 jan 2017,"
                        4,99€                    ",https://store.steampowered.com/app/567660/Baseball_Riot/?snr=1_7_7_230_150_741
Wildlife VR,16 jul 2016,"
                        2,99€                    ",https://store.steampowered.com/app/500140/Wildlife_VR/?snr=1_7_7_230_150_741
Underponder,22 dec 2020,"
                        8,19€                    ",https://store.steampowered.com/app/1153260/Underponder/?snr=1_7_7_230_150_741
Lily,12 dec 2018,"
                        5,99€                    ",https://store.steampowered.com/app/917130/Lily/?snr=1_7_7_230_150_741
The Manse on Soracca,27 jan 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1219730/The_Manse_on_Soracca/?snr=1_7_7_230_150_741
The Manse on Soracca,27 jan 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1219730/The_Manse_on_Soracca/?snr=1_7_7_230_150_742
Chess Cubed,1 sep 2018,"
                        9,99€                    ",https://store.steampowered.com/app/762950/Chess_Cubed/?snr=1_7_7_230_150_742
Naturalist Stories,2 aug 2020,"
                        8,19€                    ",https://store.steampowered.com/app/1260340/Naturalist_Stories/?snr=1_7_7_230_150_742
Bashville,28 feb 2018,"
                        4,99€                    ",https://store.steampowered.com/app/784890/Bashville/?snr=1_7_7_230_150_742
Synonym,25 jun 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1227050/Synonym/?snr=1_7_7_230_150_742
10mg: Stroke,15 okt 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1404050/10mg_Stroke/?snr=1_7_7_230_150_742
Pirates vs monkeys,6 aug 2021,"
                        8,19€                    ",https://store.steampowered.com/app/1704780/Pirates_vs_monkeys/?snr=1_7_7_230_150_742
Unscripted,17 dec 2020,"
                        8,19€                    ",https://store.steampowered.com/app/1379980/Unscripted/?snr=1_7_7_230_150_742
Swarming Planet,19 mei 2021,"
                        6,59€                    ",https://store.steampowered.com/app/1595090/Swarming_Planet/?snr=1_7_7_230_150_742
Escape the Grid VR,15 jun 2018,"
                        9,99€                    ",https://store.steampowered.com/app/859560/Escape_the_Grid_VR/?snr=1_7_7_230_150_742
Fantasy Dungeon,13 apr 2021,"
                        2,39€                    ",https://store.steampowered.com/app/1587720/Fantasy_Dungeon/?snr=1_7_7_230_150_742
Space Way,13 okt 2017,"
                        0,99€                    ",https://store.steampowered.com/app/719100/Space_Way/?snr=1_7_7_230_150_742
Equilibrium VR,1 jan 2017,"
                        1,99€                    ",https://store.steampowered.com/app/573330/Equilibrium_VR/?snr=1_7_7_230_150_742
Blast,12 sep 2017,"
                        4,99€                    ",https://store.steampowered.com/app/703260/Blast/?snr=1_7_7_230_150_742
Ursa,24 dec 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1419680/Ursa/?snr=1_7_7_230_150_742
Othello 2018,21 jun 2018,"
                        0,79€                    ",https://store.steampowered.com/app/874140/Othello_2018/?snr=1_7_7_230_150_742
Sophie's Cubes,8 apr 2020,"
                        2,39€                    ",https://store.steampowered.com/app/1271840/Sophies_Cubes/?snr=1_7_7_230_150_742
Kaleidocraft,16 jun 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1293220/Kaleidocraft/?snr=1_7_7_230_150_742
GarbageClassification,11 aug 2019,"
                        2,39€                    ",https://store.steampowered.com/app/1117150/GarbageClassification/?snr=1_7_7_230_150_742
Carrier Trail,1 jul 2020,"
                        8,19€                    ",https://store.steampowered.com/app/1009920/Carrier_Trail/?snr=1_7_7_230_150_742
Juicy Army,21 mei 2021,"
                        9,99€                    ",https://store.steampowered.com/app/1404800/Juicy_Army/?snr=1_7_7_230_150_742
Isomorph,2 sep 2016,"
                        9,99€                    ",https://store.steampowered.com/app/516870/Isomorph/?snr=1_7_7_230_150_742
Teknedia,8 jan 2021,"
                        9,99€                    ",https://store.steampowered.com/app/354780/Teknedia/?snr=1_7_7_230_150_742
Beach Bar VR,22 mrt 2020,"
                        8,19€                    ",https://store.steampowered.com/app/1217520/Beach_Bar_VR/?snr=1_7_7_230_150_742
Battles of the Ancient World,15 sep 2017,"
                        9,99€                    ",https://store.steampowered.com/app/385940/Battles_of_the_Ancient_World/?snr=1_7_7_230_150_742
BeatJunkies,24 jul 2021,"
                        8,19€                    ",https://store.steampowered.com/app/1632480/BeatJunkies/?snr=1_7_7_230_150_742
Russian Mailman Simulator,5 mei 2021,"
                        2,--€                    ",https://store.steampowered.com/app/1584420/Russian_Mailman_Simulator/?snr=1_7_7_230_150_742
Munchie Match,23 jun 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1046210/Munchie_Match/?snr=1_7_7_230_150_742
Kill the Pineapple,31 dec 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1496450/Kill_the_Pineapple/?snr=1_7_7_230_150_742
Dark Sales,29 mei 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1307900/Dark_Sales/?snr=1_7_7_230_150_742
