Title,col,Price,Field2_links
Captain Lycop : Invasion of the Heters,10 feb 2017,"
                        0,79€                    ",https://store.steampowered.com/app/525070/Captain_Lycop__Invasion_of_the_Heters/?snr=1_7_7_230_150_826
Tanklike,1 jul 2020,"
                        8,19€                    ",https://store.steampowered.com/app/1302550/Tanklike/?snr=1_7_7_230_150_826
Keeplanet,6 apr 2018,"
                        0,79€                    ",https://store.steampowered.com/app/703120/Keeplanet/?snr=1_7_7_230_150_826
Lozenge,2 mrt 2018,"
                        0,99€                    ",https://store.steampowered.com/app/775720/Lozenge/?snr=1_7_7_230_150_826
Combiner the Card Game,10 aug 2018,"
                        0,79€                    ",https://store.steampowered.com/app/908590/Combiner_the_Card_Game/?snr=1_7_7_230_150_826
The Beast of Gevaudan,1 aug 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1106740/The_Beast_of_Gevaudan/?snr=1_7_7_230_150_826
Sapper boom!,7 jun 2018,"
                        0,79€                    ",https://store.steampowered.com/app/868190/Sapper_boom/?snr=1_7_7_230_150_826
Turbo Plane,15 aug 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1107640/Turbo_Plane/?snr=1_7_7_230_150_826
30 days of plague,29 apr 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1260240/30_days_of_plague/?snr=1_7_7_230_150_826
Diesel Attack,3 mrt 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1171080/Diesel_Attack/?snr=1_7_7_230_150_826
Blasted Fortress,9 jan 2015,"
                        3,99€                    ",https://store.steampowered.com/app/339500/Blasted_Fortress/?snr=1_7_7_230_150_826
ZONEX,1 jul 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1339290/ZONEX/?snr=1_7_7_230_150_826
Color By,22 jan 2016,"
                        9,99€                    ",https://store.steampowered.com/app/416840/Color_By/?snr=1_7_7_230_150_826
Mind Sweeper VR,24 okt 2017,"
                        1,99€                    ",https://store.steampowered.com/app/723210/Mind_Sweeper_VR/?snr=1_7_7_230_150_826
Disturbed R.I.P.,24 mrt 2021,"
                        2,39€                    ",https://store.steampowered.com/app/1433110/Disturbed_RIP/?snr=1_7_7_230_150_826
The incredible friends,4 dec 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1197840/The_incredible_friends/?snr=1_7_7_230_150_826
Link the Animals,1 jun 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1082650/Link_the_Animals/?snr=1_7_7_230_150_826
SUPER BALL WRESTLE YES,19 jun 2018,"
                        0,79€                    ",https://store.steampowered.com/app/871580/SUPER_BALL_WRESTLE_YES/?snr=1_7_7_230_150_826
C-War 2,26 jun 2019,"
                        3,99€                    ",https://store.steampowered.com/app/1086690/CWar_2/?snr=1_7_7_230_150_826
BoxEngine,18 mrt 2018,"
                        1,59€                    ",https://store.steampowered.com/app/814890/BoxEngine/?snr=1_7_7_230_150_826
Winter's Symphonies,28 dec 2018,"
                        7,99€                    ",https://store.steampowered.com/app/738900/Winters_Symphonies/?snr=1_7_7_230_150_826
Penguins vs. Bugs,12 sep 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1131580/Penguins_vs_Bugs/?snr=1_7_7_230_150_826
ZombieWave-UnlimitedChallenges,6 jan 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1491850/ZombieWaveUnlimitedChallenges/?snr=1_7_7_230_150_826
Be Quiet!,31 jul 2017,"
                                            ",https://store.steampowered.com/app/650580/Be_Quiet/?snr=1_7_7_230_150_826
After Meeting,14 feb 2021,"
                        1,99€                    ",https://store.steampowered.com/app/1517110/After_Meeting/?snr=1_7_7_230_150_826
Dimense: Chapter 1,31 mrt 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1042100/Dimense_Chapter_1/?snr=1_7_7_230_150_826
Gravity Balls,9 dec 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1197960/Gravity_Balls/?snr=1_7_7_230_150_826
FRENZY PLANTS,26 sep 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1118930/FRENZY_PLANTS/?snr=1_7_7_230_150_826
Born Tubi Wild,11 dec 2017,"
                        2,39€                    ",https://store.steampowered.com/app/756150/Born_Tubi_Wild/?snr=1_7_7_230_150_826
Pumpkin Farmer,12 jul 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1351960/Pumpkin_Farmer/?snr=1_7_7_230_150_826
Elems,11 nov 2016,"
                        0,79€                    ",https://store.steampowered.com/app/528670/Elems/?snr=1_7_7_230_150_826
Squares Rage,23 okt 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1399850/Squares_Rage/?snr=1_7_7_230_150_826
Chaos Village,14 feb 2019,"
                        2,39€                    ",https://store.steampowered.com/app/1024690/Chaos_Village/?snr=1_7_7_230_150_826
Puzzle Game: Lee inside TV,31 okt 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1170110/Puzzle_Game_Lee_inside_TV/?snr=1_7_7_230_150_827
The Legend of Cesar,10 jul 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1283800/The_Legend_of_Cesar/?snr=1_7_7_230_150_827
Hexagon Heroes,13 okt 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1262380/Hexagon_Heroes/?snr=1_7_7_230_150_827
Cuyo,29 apr 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1248860/Cuyo/?snr=1_7_7_230_150_827
Monster Seek Ep.1,13 apr 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1437020/Monster_Seek_Ep1/?snr=1_7_7_230_150_827
Trapped,15 mrt 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1559590/Trapped/?snr=1_7_7_230_150_827
Beat The Moles,26 dec 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1499780/Beat_The_Moles/?snr=1_7_7_230_150_827
Orbitron,11 jun 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1049360/Orbitron/?snr=1_7_7_230_150_827
Cold Winter Morning,26 jan 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1217440/Cold_Winter_Morning/?snr=1_7_7_230_150_827
Pix,2 sep 2017,"
                        2,99€                    ",https://store.steampowered.com/app/601200/Pix/?snr=1_7_7_230_150_827
Birdtual Reality,23 aug 2016,"
                        5,99€                    ",https://store.steampowered.com/app/513240/Birdtual_Reality/?snr=1_7_7_230_150_827
Jaxon The Thief,9 aug 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1113650/Jaxon_The_Thief/?snr=1_7_7_230_150_827
MotoRun,6 aug 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1375430/MotoRun/?snr=1_7_7_230_150_827
Dual Cars,29 jan 2021,"
                        0,76€                    ",https://store.steampowered.com/app/1524580/Dual_Cars/?snr=1_7_7_230_150_827
Fant Kids Animated Puzzle,3 apr 2019,"
                        0,79€                    ",https://store.steampowered.com/app/995060/Fant_Kids_Animated_Puzzle/?snr=1_7_7_230_150_827
"Voice Shooter ""Pif Paf""",16 jul 2018,"
                        1,20€                    ",https://store.steampowered.com/app/881970/Voice_Shooter_Pif_Paf/?snr=1_7_7_230_150_827
Royal Life: Hard to be a Queen,12 jul 2019,"
                        3,29€                    ",https://store.steampowered.com/app/1110280/Royal_Life_Hard_to_be_a_Queen/?snr=1_7_7_230_150_827
Fight For Freedom,30 jul 2019,"
                        3,29€                    ",https://store.steampowered.com/app/1114700/Fight_For_Freedom/?snr=1_7_7_230_150_827
Bugz!,23 jun 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1342180/Bugz/?snr=1_7_7_230_150_827
The Call,8 aug 2018,"
                        0,79€                    ",https://store.steampowered.com/app/908310/The_Call/?snr=1_7_7_230_150_827
SafeHome,25 feb 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1169920/SafeHome/?snr=1_7_7_230_150_827
SMASH IT,20 jun 2018,"
                        1,59€                    ",https://store.steampowered.com/app/870750/SMASH_IT/?snr=1_7_7_230_150_827
Beyond Minimalism,18 jun 2018,"
                        3,29€                    ",https://store.steampowered.com/app/861320/Beyond_Minimalism/?snr=1_7_7_230_150_827
Time Carnage,12 sep 2018,"
                        10,99€                    ",https://store.steampowered.com/app/912650/Time_Carnage/?snr=1_7_7_230_150_827
Elon's Dream,28 okt 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1436800/Elons_Dream/?snr=1_7_7_230_150_827
Inspector - 生化战警,2 okt 2019,"
                        2,39€                    ",https://store.steampowered.com/app/1153710/Inspector/?snr=1_7_7_230_150_827
Sink,15 jan 2021,"
                        3,99€                    ",https://store.steampowered.com/app/1347710/Sink/?snr=1_7_7_230_150_827
Kitten and food: adventure park,17 aug 2018,"
                        5,59€                    ",https://store.steampowered.com/app/913150/Kitten_and_food_adventure_park/?snr=1_7_7_230_150_827
Fix Race,29 mrt 2018,"
                        2,39€                    ",https://store.steampowered.com/app/818240/Fix_Race/?snr=1_7_7_230_150_827
Perspecto,6 jun 2018,"
                        2,39€                    ",https://store.steampowered.com/app/816890/Perspecto/?snr=1_7_7_230_150_827
Metu Caligine,14 nov 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1453200/Metu_Caligine/?snr=1_7_7_230_150_827
Escape from dinosaur island,5 feb 2021,"
                        5,69€                    ",https://store.steampowered.com/app/1417400/Escape_from_dinosaur_island/?snr=1_7_7_230_150_827
Sweet Tooth 3,4 sep 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1401520/Sweet_Tooth_3/?snr=1_7_7_230_150_827
Stickman Racer Road Draw 2,18 feb 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1004550/Stickman_Racer_Road_Draw_2/?snr=1_7_7_230_150_827
Puzzle Angry Cat,24 aug 2020,"
                        2,39€                    ",https://store.steampowered.com/app/1384460/Puzzle_Angry_Cat/?snr=1_7_7_230_150_827
EXOTIUM - Episode 6,7 feb 2021,"
                        1,50€                    ",https://store.steampowered.com/app/1448150/EXOTIUM__Episode_6/?snr=1_7_7_230_150_827
EXOTIUM - Episode 8,16 mrt 2021,"
                        1,50€                    ",https://store.steampowered.com/app/1448170/EXOTIUM__Episode_8/?snr=1_7_7_230_150_827
EXOTIUM - Episode 10,29 mrt 2021,"
                        1,50€                    ",https://store.steampowered.com/app/1449020/EXOTIUM__Episode_10/?snr=1_7_7_230_150_827
EXOTIUM - Episode 2,8 jan 2021,"
                        1,50€                    ",https://store.steampowered.com/app/1444760/EXOTIUM__Episode_2/?snr=1_7_7_230_150_827
EXOTIUM - Episode 4,23 jan 2021,"
                        1,50€                    ",https://store.steampowered.com/app/1448120/EXOTIUM__Episode_4/?snr=1_7_7_230_150_827
EXOTIUM - Episode 7,21 feb 2021,"
                        1,50€                    ",https://store.steampowered.com/app/1448160/EXOTIUM__Episode_7/?snr=1_7_7_230_150_827
Fantasy Fairways,8 aug 2019,"
                        6,99€                    ",https://store.steampowered.com/app/552690/Fantasy_Fairways/?snr=1_7_7_230_150_827
EXOTIUM - Episode 9,16 mrt 2021,"
                        1,50€                    ",https://store.steampowered.com/app/1449010/EXOTIUM__Episode_9/?snr=1_7_7_230_150_827
EXOTIUM - Episode 5,1 feb 2021,"
                        1,50€                    ",https://store.steampowered.com/app/1448130/EXOTIUM__Episode_5/?snr=1_7_7_230_150_827
EXOTIUM - Episode 3,15 jan 2021,"
                        1,50€                    ",https://store.steampowered.com/app/1448110/EXOTIUM__Episode_3/?snr=1_7_7_230_150_827
Parallax Tunnel,7 apr 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1582130/Parallax_Tunnel/?snr=1_7_7_230_150_828
Bomb Hunter MT,3 apr 2018,"
                        0,79€                    ",https://store.steampowered.com/app/815420/Bomb_Hunter_MT/?snr=1_7_7_230_150_828
Fugitive Criminal,20 sep 2020,"
                        2,99€                    ",https://store.steampowered.com/app/1407250/Fugitive_Criminal/?snr=1_7_7_230_150_828
Orbit Defender,4 okt 2017,"
                        0,99€                    ",https://store.steampowered.com/app/661380/Orbit_Defender/?snr=1_7_7_230_150_828
Kenbo,24 jun 2020,"
                        0,99€                    ",https://store.steampowered.com/app/1339880/Kenbo/?snr=1_7_7_230_150_828
Short Scary Stories (Trial Maps),13 nov 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1172340/Short_Scary_Stories_Trial_Maps/?snr=1_7_7_230_150_828
Helidefence,5 dec 2018,"
                        4,99€                    ",https://store.steampowered.com/app/986400/Helidefence/?snr=1_7_7_230_150_828
a nifty game,1 sep 2017,"
                        6,99€                    ",https://store.steampowered.com/app/591390/a_nifty_game/?snr=1_7_7_230_150_828
This Picture,11 sep 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1148120/This_Picture/?snr=1_7_7_230_150_828
Tap-Tap Adventure,2 feb 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1482510/TapTap_Adventure/?snr=1_7_7_230_150_828
The Door Of Redemption,30 jun 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1322520/The_Door_Of_Redemption/?snr=1_7_7_230_150_828
Blind Mind,19 apr 2018,"
                        0,79€                    ",https://store.steampowered.com/app/837290/Blind_Mind/?snr=1_7_7_230_150_828
Game Breaker,13 dec 2019,"
                        3,99€                    ",https://store.steampowered.com/app/1169510/Game_Breaker/?snr=1_7_7_230_150_828
Gun Man,26 apr 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1023650/Gun_Man/?snr=1_7_7_230_150_828
time of the zombies,22 jan 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1004050/time_of_the_zombies/?snr=1_7_7_230_150_828
天火(TianHuo),15 mrt 2019,"
                        2,39€                    ",https://store.steampowered.com/app/996710/TianHuo/?snr=1_7_7_230_150_828
The Existence Abstract,5 jun 2017,"
                        0,79€                    ",https://store.steampowered.com/app/572290/The_Existence_Abstract/?snr=1_7_7_230_150_828
The Rebel,16 jul 2016,"
                        0,99€                    ",https://store.steampowered.com/app/452650/The_Rebel/?snr=1_7_7_230_150_828
various fighters,28 mrt 2018,"
                        3,99€                    ",https://store.steampowered.com/app/802550/various_fighters/?snr=1_7_7_230_150_828
Stone Tales,11 dec 2015,"
                        0,99€                    ",https://store.steampowered.com/app/405590/Stone_Tales/?snr=1_7_7_230_150_828
Fan Fun,9 nov 2016,"
                        0,99€                    ",https://store.steampowered.com/app/555040/Fan_Fun/?snr=1_7_7_230_150_828
Geometry World,20 sep 2017,"
                        0,99€                    ",https://store.steampowered.com/app/685120/Geometry_World/?snr=1_7_7_230_150_828
UTLL,12 sep 2019,"
                        5,69€                    ",https://store.steampowered.com/app/1059390/UTLL/?snr=1_7_7_230_150_828
Meat Lead Fire,26 jan 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1508230/Meat_Lead_Fire/?snr=1_7_7_230_150_828
Jomp The Jumper,12 jul 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1113210/Jomp_The_Jumper/?snr=1_7_7_230_150_828
Helwyr,26 mei 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1311650/Helwyr/?snr=1_7_7_230_150_828
LUXO Buddies,11 aug 2018,"
                        0,79€                    ",https://store.steampowered.com/app/906360/LUXO_Buddies/?snr=1_7_7_230_150_828
Hoop Shot VR,18 jul 2017,"
                        0,99€                    ",https://store.steampowered.com/app/665210/Hoop_Shot_VR/?snr=1_7_7_230_150_828
Chromaestro,16 jun 2017,"
                        0,99€                    ",https://store.steampowered.com/app/652200/Chromaestro/?snr=1_7_7_230_150_828
Dean Daimon,21 okt 2017,"
                        0,99€                    ",https://store.steampowered.com/app/722050/Dean_Daimon/?snr=1_7_7_230_150_828
Naklua VR,10 nov 2017,"
                        1,59€                    ",https://store.steampowered.com/app/650980/Naklua_VR/?snr=1_7_7_230_150_828
Park assault,27 mei 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1085240/Park_assault/?snr=1_7_7_230_150_828
Something Strange in the Woods,16 dec 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1488960/Something_Strange_in_the_Woods/?snr=1_7_7_230_150_828
Knight King Assassin,11 jul 2018,"
                        0,99€                    ",https://store.steampowered.com/app/890590/Knight_King_Assassin/?snr=1_7_7_230_150_828
Nonestory P1,16 feb 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1530290/Nonestory_P1/?snr=1_7_7_230_150_828
Paper Shakespeare: Cthulhu Coriolanus,18 okt 2019,,https://store.steampowered.com/app/1082760/Paper_Shakespeare_Cthulhu_Coriolanus/?snr=1_7_7_230_150_828
Ninja Power Slasher,28 jan 2019,"
                        0,79€                    ",https://store.steampowered.com/app/997670/Ninja_Power_Slasher/?snr=1_7_7_230_150_828
Easter!,13 feb 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1023960/Easter/?snr=1_7_7_230_150_828
PixHunter,5 jan 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1191510/PixHunter/?snr=1_7_7_230_150_828
Devochka Quest,21 jun 2018,"
                        0,79€                    ",https://store.steampowered.com/app/877250/Devochka_Quest/?snr=1_7_7_230_150_828
Luna,16 aug 2017,"
                        0,79€                    ",https://store.steampowered.com/app/666810/Luna/?snr=1_7_7_230_150_828
Very Real Chess,12 nov 2016,"
                        0,99€                    ",https://store.steampowered.com/app/526090/Very_Real_Chess/?snr=1_7_7_230_150_828
Celestrion,7 dec 2015,"
                        0,99€                    ",https://store.steampowered.com/app/424100/Celestrion/?snr=1_7_7_230_150_828
Click on their Heads,29 dec 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1498630/Click_on_their_Heads/?snr=1_7_7_230_150_828
Hectic Void,10 aug 2018,"
                        0,79€                    ",https://store.steampowered.com/app/873120/Hectic_Void/?snr=1_7_7_230_150_828
Star Speeder,11 mei 2018,"
                        0,99€                    ",https://store.steampowered.com/app/847490/Star_Speeder/?snr=1_7_7_230_150_828
1Day一天,30 sep 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1409680/1Day/?snr=1_7_7_230_150_828
Fjall,7 sep 2015,"
                        2,99€                    ",https://store.steampowered.com/app/398900/Fjall/?snr=1_7_7_230_150_828
Castle Heist: Chapter 1,5 mei 2016,"
                        2,99€                    ",https://store.steampowered.com/app/438220/Castle_Heist_Chapter_1/?snr=1_7_7_230_150_829
Snakes on an Extradimensional Plane,5 dec 2016,"
                        2,99€                    ",https://store.steampowered.com/app/451540/Snakes_on_an_Extradimensional_Plane/?snr=1_7_7_230_150_829
ASTROPUPPA,6 dec 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1184470/ASTROPUPPA/?snr=1_7_7_230_150_829
Aviators,19 jan 2017,"
                        2,99€                    ",https://store.steampowered.com/app/513310/Aviators/?snr=1_7_7_230_150_829
Tilted Mind,10 jun 2017,"
                        2,99€                    ",https://store.steampowered.com/app/630260/Tilted_Mind/?snr=1_7_7_230_150_829
WIL,31 mei 2018,"
                        4,99€                    ",https://store.steampowered.com/app/717940/WIL/?snr=1_7_7_230_150_829
Mad Gardener: Zombie Massacre,14 dec 2017,"
                        0,99€                    ",https://store.steampowered.com/app/719840/Mad_Gardener_Zombie_Massacre/?snr=1_7_7_230_150_829
The Construct,12 sep 2016,"
                        2,99€                    ",https://store.steampowered.com/app/525190/The_Construct/?snr=1_7_7_230_150_829
Factory of Sweets,8 jul 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1356880/Factory_of_Sweets/?snr=1_7_7_230_150_829
Action Rush,15 dec 2017,"
                        2,39€                    ",https://store.steampowered.com/app/758920/Action_Rush/?snr=1_7_7_230_150_829
Hop Skip Jump,29 jul 2020,"
                        6,59€                    ",https://store.steampowered.com/app/1337340/Hop_Skip_Jump/?snr=1_7_7_230_150_829
Project Glitch,23 jan 2018,"
                        0,99€                    ",https://store.steampowered.com/app/765950/Project_Glitch/?snr=1_7_7_230_150_829
One Jump Bomb,6 sep 2018,,https://store.steampowered.com/app/876810/One_Jump_Bomb/?snr=1_7_7_230_150_829
Madness Robots,5 feb 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1500870/Madness_Robots/?snr=1_7_7_230_150_829
LastShot,17 jan 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1218530/LastShot/?snr=1_7_7_230_150_829
BELLING COINS,27 dec 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1498180/BELLING_COINS/?snr=1_7_7_230_150_829
Block Smashers VR,10 mei 2018,"
                        0,79€                    ",https://store.steampowered.com/app/845170/Block_Smashers_VR/?snr=1_7_7_230_150_829
Golden Fall,14 jun 2019,"
                        1,59€                    ",https://store.steampowered.com/app/884630/Golden_Fall/?snr=1_7_7_230_150_829
Boom Stick,27 feb 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1235160/Boom_Stick/?snr=1_7_7_230_150_829
Alchemelee,13 jan 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1206590/Alchemelee/?snr=1_7_7_230_150_829
圈圈工坊 OO.Inc,28 dec 2018,"
                        0,79€                    ",https://store.steampowered.com/app/993860/_OOInc/?snr=1_7_7_230_150_829
Sand Bullets,27 jul 2021,"
                        3,29€                    ",https://store.steampowered.com/app/1622050/Sand_Bullets/?snr=1_7_7_230_150_829
Cellz,31 okt 2017,"
                        4,99€                    ",https://store.steampowered.com/app/619620/Cellz/?snr=1_7_7_230_150_829
Shadows in the Darkness,19 okt 2017,"
                        3,99€                    ",https://store.steampowered.com/app/626020/Shadows_in_the_Darkness/?snr=1_7_7_230_150_829
Sudoku Forever,25 sep 2020,"
                        2,39€                    ",https://store.steampowered.com/app/1415620/Sudoku_Forever/?snr=1_7_7_230_150_829
War Of Spells,29 mrt 2018,"
                        2,39€                    ",https://store.steampowered.com/app/807930/War_Of_Spells/?snr=1_7_7_230_150_829
Fast and Curious,2 feb 2017,"
                        4,99€                    ",https://store.steampowered.com/app/502070/Fast_and_Curious/?snr=1_7_7_230_150_829
Express Thru,6 mei 2020,"
                        2,39€                    ",https://store.steampowered.com/app/1300200/Express_Thru/?snr=1_7_7_230_150_829
Kamikazo VR,12 jan 2018,"
                        3,99€                    ",https://store.steampowered.com/app/776290/Kamikazo_VR/?snr=1_7_7_230_150_829
Slide to finish,29 apr 2019,"
                        0,79€                    ",https://store.steampowered.com/app/955840/Slide_to_finish/?snr=1_7_7_230_150_829
Gang wars,6 mrt 2021,"
                        2,99€                    ",https://store.steampowered.com/app/1511610/Gang_wars/?snr=1_7_7_230_150_829
Dead's Prison Watcher,15 feb 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1231270/Deads_Prison_Watcher/?snr=1_7_7_230_150_829
Audio Infection,30 nov 2018,"
                        0,79€                    ",https://store.steampowered.com/app/911580/Audio_Infection/?snr=1_7_7_230_150_829
Il Sole e la Luna,4 jun 2019,"
                        1,49€                    ",https://store.steampowered.com/app/1081960/Il_Sole_e_la_Luna/?snr=1_7_7_230_150_829
Monktastic,31 jan 2018,"
                        0,99€                    ",https://store.steampowered.com/app/790550/Monktastic/?snr=1_7_7_230_150_829
Pyramid Raid,15 dec 2015,"
                        2,99€                    ",https://store.steampowered.com/app/386510/Pyramid_Raid/?snr=1_7_7_230_150_829
Altarage,8 mrt 2021,"
                        3,29€                    ",https://store.steampowered.com/app/1491050/Altarage/?snr=1_7_7_230_150_829
Bot Tales: The Crashed,13 jun 2018,"
                        0,79€                    ",https://store.steampowered.com/app/862200/Bot_Tales_The_Crashed/?snr=1_7_7_230_150_829
BoX -containment-,26 mei 2016,"
                        0,79€                    ",https://store.steampowered.com/app/479150/BoX_containment/?snr=1_7_7_230_150_829
Snail Racer Extreme,17 jul 2018,"
                        0,79€                    ",https://store.steampowered.com/app/854150/Snail_Racer_Extreme/?snr=1_7_7_230_150_829
Stacky Desktop Edition,13 aug 2021,"
                        3,29€                    ",https://store.steampowered.com/app/1706120/Stacky_Desktop_Edition/?snr=1_7_7_230_150_829
Dark Farm,27 jul 2020,"
                        3,29€                    ",https://store.steampowered.com/app/1368260/Dark_Farm/?snr=1_7_7_230_150_829
Zulin Time,24 nov 2019,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/1047430/Zulin_Time/?snr=1_7_7_230_150_829
Night Road,20 mrt 2020,"
                        3,29€                    ",https://store.steampowered.com/app/1154340/Night_Road/?snr=1_7_7_230_150_829
Diving Trunks,21 jun 2017,"
                        0,99€                    ",https://store.steampowered.com/app/660040/Diving_Trunks/?snr=1_7_7_230_150_829
Cheese Maze,9 mei 2018,"
                        3,99€                    ",https://store.steampowered.com/app/819550/Cheese_Maze/?snr=1_7_7_230_150_829
Zen Vs Gravity,26 okt 2018,"
                        1,80€                    ",https://store.steampowered.com/app/852620/Zen_Vs_Gravity/?snr=1_7_7_230_150_829
Jane Skriff,28 aug 2020,"
                        3,29€                    ",https://store.steampowered.com/app/1334510/Jane_Skriff/?snr=1_7_7_230_150_829
Jane Skriff,28 aug 2020,"
                        3,29€                    ",https://store.steampowered.com/app/1334510/Jane_Skriff/?snr=1_7_7_230_150_830
Sand Bullets,27 jul 2021,"
                        3,29€                    ",https://store.steampowered.com/app/1622050/Sand_Bullets/?snr=1_7_7_230_150_830
Primitive Road,18 nov 2016,"
                        0,79€                    ",https://store.steampowered.com/app/552270/Primitive_Road/?snr=1_7_7_230_150_830
Jack Hayes: The Lazarus Sign,9 sep 2020,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/1295750/Jack_Hayes_The_Lazarus_Sign/?snr=1_7_7_230_150_830
The Valley of Super Flowers,27 mrt 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1257270/The_Valley_of_Super_Flowers/?snr=1_7_7_230_150_830
Age Of Forays,18 aug 2018,"
                        1,59€                    ",https://store.steampowered.com/app/908400/Age_Of_Forays/?snr=1_7_7_230_150_830
The Sickle Upon Sekigahara,22 jun 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1274850/The_Sickle_Upon_Sekigahara/?snr=1_7_7_230_150_830
Community Garden,10 okt 2017,"
                        8,19€                    ",https://store.steampowered.com/app/692530/Community_Garden/?snr=1_7_7_230_150_830
Perspectrip,10 nov 2017,"
                        4,99€                    ",https://store.steampowered.com/app/744290/Perspectrip/?snr=1_7_7_230_150_830
SpacePig,21 nov 2017,"
                        4,99€                    ",https://store.steampowered.com/app/748910/SpacePig/?snr=1_7_7_230_150_830
Mythic Victory Arena,4 okt 2016,"
                        4,99€                    ",https://store.steampowered.com/app/514200/Mythic_Victory_Arena/?snr=1_7_7_230_150_830
Neven,10 nov 2017,"
                        4,99€                    ",https://store.steampowered.com/app/743570/Neven/?snr=1_7_7_230_150_830
Kink,31 okt 2017,"
                        4,99€                    ",https://store.steampowered.com/app/736050/Kink/?snr=1_7_7_230_150_830
Crazy Toad,3 okt 2017,"
                        4,99€                    ",https://store.steampowered.com/app/716310/Crazy_Toad/?snr=1_7_7_230_150_830
Spells 'n' Stuff,5 apr 2016,"
                        8,19€                    ",https://store.steampowered.com/app/448880/Spells_n_Stuff/?snr=1_7_7_230_150_830
50 Level Survival,22 jun 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1335410/50_Level_Survival/?snr=1_7_7_230_150_830
Questria: Rise of the Robot Skullfaces,9 nov 2015,"
                        4,99€                    ",https://store.steampowered.com/app/374420/Questria_Rise_of_the_Robot_Skullfaces/?snr=1_7_7_230_150_830
There a no Armadillos in this game,14 feb 2020,"
                        0,99€                    ",https://store.steampowered.com/app/1235220/There_a_no_Armadillos_in_this_game/?snr=1_7_7_230_150_830
DungeonRift,1 jul 2015,"
                        9,99€                    ",https://store.steampowered.com/app/375550/DungeonRift/?snr=1_7_7_230_150_830
Man in a Maze: Deathmatch,17 okt 2014,"
                        9,99€                    ",https://store.steampowered.com/app/310990/Man_in_a_Maze_Deathmatch/?snr=1_7_7_230_150_830
Scraplers,19 feb 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1500760/Scraplers/?snr=1_7_7_230_150_830
